RO,AC,AM,RR,PA,AP,TO,MA,PI,CE,RN,PB,PE,AL,SE,BA,MG,ES,RJ,SP,PR,SC,RS,MS,MT,GO,DF
1403,1645,6047,936,11794,938,2198,13378,5694,10433,4762,5326,9798,3387,2453,19256,23440,3931,12856,33175,9850,7276,11020,1925,3126,4947,1319
