"Ensino Fundamental","Educação Infantil","Educação Infantil, Ensino Fundamental, Ensino Médio","Educação Infantil, Ensino Fundamental",,"Ensino Fundamental, Ensino Médio","Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Ensino Médio","Ensino Fundamental, Educação de Jovens Adultos","Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional","Educação de Jovens Adultos","Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos","Ensino Médio, Educação Profissional","Ensino Fundamental, Ensino Médio, Educação Profissional","Educação Infantil, Educação de Jovens Adultos","Ensino Médio, Educação de Jovens Adultos","Educação Profissional","Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Educação Profissional, Educação de Jovens Adultos","Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Ensino Fundamental, Educação Profissional","Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Educação Infantil, Ensino Médio","Educação Infantil, Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Educação Infantil, Educação Profissional, Educação de Jovens Adultos","Ensino Fundamental, Educação Profissional, Educação de Jovens Adultos","Educação Infantil, Ensino Fundamental, Educação Profissional","Educação Infantil, Educação Profissional","Educação Infantil, Ensino Fundamental, Educação Profissional, Educação de Jovens Adultos","Educação Infantil, Ensino Médio, Educação de Jovens Adultos","Educação Infantil, Ensino Médio, Educação Profissional, Educação de Jovens Adultos"
28015,43382,5454,52308,33884,9687,3238,3378,8151,258,2220,11702,1843,1393,370,2446,2334,944,141,858,12,76,13,164,2,6,26,4,2,1,1
